sequence,label
baby justin looks like stephen salvatore vampire diaries heartsuitheartsuitheartsuitheartsuitheartsuitheartsuitheartsuitheartsuit,1
hate catchy yet annoying time,0
smilingfacewithhaloadmissionticketsredheart,1
one hundred fifteen drake wtffacewithraisedeyebrowfacewithraisedeyebrow,0
song loudlycryingfacerevolvingheartsgrowingheart,1
niceredheartsmilingfacewithhearteyesokhand,1
three justin thisfearfulface,0
love hearing song long drive,1
love smilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithhearts,1
aye,1
bowling,0
song beautiful redheartredheartsmilingfacewithhearteyessmilingfacewithhearteyes,1
healing inner childhood pleadingface,1
love,1
dizzy got,0
thinking ummm canada drake ummm make song together next thing see drake facewithtearsofjoy,1
back justin bieber used every girls dream boyfriend,1
song good listen,1
else never knew drake my whole time,1
time favourite winkingfacewithtonguewinkingfacewithtonguegrinningfacewithbigeyesgrinningfacewithbigeyes,1
drake,0
think drake,1
listening february two thousand twenty-three,1
raise hand listening four febwavinghand,0
listen song feel students life journey,1
still,0
baby miss come,1
times seen song realized drake skull one hundred fifteen,1
babeeee babeeee babeeeee,1
starting first love,1
hey guys know title version song baby remember,0
this disliked song ever,0
two thousand twenty-three still get love justin,1
dislike comment,0
coolest song mehsmilingfacewithhearteyes,1
song released even born 12sneezingfaceloudlycryingface,0
cute voice,1
hi smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes love march rollingonthefloorlaughingsmilingfacewithhearts love never forget love,1
smash,1
seven hundred sixty-two god partypopperpartypopperpartypopper,1
seven hundred sixty-one god grinningfacewithbigeyesgrinningfacewithbigeyesgrinningfacewithbigeyes,1
came watch drake,1
seven hundred sixty god ghostghostghost,1
seven hundred fifty-nine god blackheartblackheartblackheart,1
seven hundred fifty-eight god greenheartgreenheartgreenheart,1
seven hundred fifty-seven god tuliptuliptulip,1
seven hundred fifty-six god growingheartgrowingheartgrowingheart,1
seven hundred fifty-five god heartwitharrowheartwitharrowheartwitharrow,1
seven hundred fifty-four god heartwithribbonheartwithribbonheartwithribbon,1
seven hundred fifty-three god rabbitfacerabbitfacerabbitface,1
seven hundred fifty-two god blueheartblueheartblueheart,1
seven hundred fifty-one god crowncrowncrown,1
hit like comment button dislike video,0
resist boy,0
jackson bird allah owned world,0
fake men song shit real men musicalnotesbaby baby baby oh musicalnotes,0
let see many people watching two thousand twenty-three tooraisedbackofhand,1
amazing facewithopenmouth,1
feb two thousand twenty-three anyone,1
started getting bullied age rightful age three different,0
song still listened wow,1
ong,1
grinningface,1
listen song daily,1
good night,1
february two thousand twenty-three,1
love song much redheartredheartredheart,1
grinningfacewithsmilingeyesgrinningfacewithsmilingeyesgrinningfacewithsmilingeyesbeamingfacewithsmilingeyesbeamingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithheartssmilingfacewithheartssmilingfacewithheartsfacewithhandovermouthfacewithhandovermouthsmilingfacewithopenhandsredheartredheartredheartredheartredheartredheartredheartredheartrevolvingheartsheartwithribbon,1
like describe,1
song unstoppable,1
sass redhead king,1
really wished girl music video lucky,1
are,0
iloveubaby,1
seven hundred fifty god starstruckstarstruckstarstruck,1
seven hundred forty-nine god rabbitrabbitrabbit,1
seven hundred forty-seven god smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
seven hundred forty-six god heartsuitheartsuitheartsuit,1
seven hundred forty-five god rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,1
seven hundred forty-four god winkingfacewithtonguewinkingfacewithtonguewinkingfacewithtongue,1
best,1
justin slightlysmilingface,1
backhandindexpointingdown watching standard sahara cover beamingfacewithsmilingeyes,0
seven hundred forty-three god wiltedflowerwiltedflowerwiltedflower,1
seven hundred forty-one god grinningfacegrinningfacegrinningface,1
seven hundred thirty-nine god smilingfacewithheartssmilingfacewithheartssmilingfacewithhearts,1
seven hundred thirty-eight god sparklingheartsparklingheartsparklingheart,1
seven hundred thirty-seven god balloonballoonballoon,1
wif,0
seven hundred thirty-six god foldedhandsfoldedhandsfoldedhands,1
seven hundred thirty-five god smilingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithsmilingeyes,1
seven hundred thirty-three god whiteheartwhiteheartwhiteheart,1
seven hundred thirty-two god partypopperpartypopperpartypopper,1
indian like song,1
drake brofacewithpeekingeye,0
drake one hundred fourteen,1
love growingheartfaceblowingakissfaceblowingakissfaceblowingakiss much redheartredhearttwoheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartssmilingfacewithheartsbeatingheartbeatingheartbeatingheartbeatingheartsmilingfacewithheartsbeatingheart,1
listen masterpiece 2023smilingfacewithheartsfirecracker,1
like justin bieber,1
fav song,1
listening masterpiece two thousand twenty-three,1
shocked lana song old expressionlessface,0
song contains lot childhood memories whitehead,1
still listening two thousand twenty-three,0
three forever heart,1
one hundred fifteen damn time flies drake mad young,0
two thousand twenty-three pawprints,1
hi wish could play songs wedding,1
bro wtfuhh finding luna mentions starbucks fourteen years later facewithspiraleyes,0
anybody listening two thousand twenty-three,0
handy manny,1
handy manny justin bieber fan,1
handy manny dance,1
anyone two thousand twenty-three starstruck,0
thank goodness airport cuz kid asleep lol,1
anyone two thousand twenty-three womanraisinghandmanraisinghand,1
caught twenty year old brother listening today,1
everyone listing two thousand twenty-three personraisinghand,1
hailed bieber,1
younger never knew drake years agoloudlycryingface,0
anyone notice drake,1
cute,1
get five car pile justin bieber,0
iraq,1
iraq iraq iraq iraqiraqiraq,1
iraq iraqiraqiraq,1
iraq iraqiraq,1
channel,1
song motivational makes hope start channel also famous,1
song mind blowing,1
2023facewithhandovermouth,0
songs listen homies around,1
heart touching love love many smilingfacewithheartssmilingfacewithheartssmilingfacewithheartspleadingface,1
beautiful,1
love love justin,1
seven hundred thirty god revolvingheartsrevolvingheartsrevolvinghearts,1
seven hundred twenty-nine god yellowheartyellowheartyellowheart,1
seven hundred twenty-eight god ghostghostghost,1
seven hundred twenty-seven god blackheartblackheartblackheart,1
two thousand twenty-three baby,1
seven hundred twenty-six god tuliptuliptulip,1
seven hundred twenty-five god growingheartgrowingheartgrowingheart,1
seven hundred twenty-four god heartwitharrowheartwitharrowheartwitharrow,1
seven hundred twenty-three god heartwithribbonheartwithribbonheartwithribbon,1
seven hundred twenty-two god rabbitfacerabbitfacerabbitface,1
seven hundred twenty-one god blueheartblueheartblueheart,1
seven hundred twenty god crowncrowncrown,1
seven hundred nineteen god beatingheartbeatingheartbeatingheart,1
seven hundred eighteen god roseroserose,1
seven hundred seventeen god starstruckstarstruckstarstruck,0
seven hundred sixteen god rabbitrabbitrabbit,1
seven hundred fourteen god smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,1
song never get oldfacesavoringfoodfirefirefirefirefirefiresmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyesfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakiss,1
fresh water clean air clean blue,1
bangladesh,1
hood classic,1
song stream done seg,1
ouououo,1
move name,0
thought girl singing,1
song never get oldsmilingfacewithheartsheartwithribbon,1
still first bias world musicloudlycryingfacerevolvingheartsrevolvinghearts,1
back hating justin norm haha,0
nor ann fans redhead challapalli krishna err movie popcorn,1
two thousand twenty-three herebackhandindexpointingdownmediumdarkskintonebackhandindexpointingdownmediumdarkskintonebackhandindexpointingdownmediumdarkskintone,1
favorite justin bieber song,1
still bumping two thousand twenty-three,1
admit song banger,1
listen song almost one hundred times,1
wif drake,0
song age,1
heard song yrs old released two yrs old,0
bro really think nice career skullandcrossbonesskullandcrossbonesskullandcrossbonesskullandcrossbonesskullandcrossbones,1
one listing song two thousand twenty-three,1
aww little bieber,1
still listening two thousand twenty-three redhead,1
roseroseroseroseroseroseroserose,1
kissmarkkissmarkkissmarkkissmarkkissmarkkissmark,1
faceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakiss,1
downcastfacewithsweatdowncastfacewithsweatdowncastfacewithsweatdowncastfacewithsweatdowncastfacewithsweatdowncastfacewithsweat,0
brokenheartbrokenheartbrokenheartbrokenheartbrokenheart,1
like mich,0
hey two thousand twenty-three guys still rat,1
one day come back cover song muakaakak,1
song ruling two thousand twenty-three indian heart redhead,1
sub is sub please support channel,1
hit nepal collection song two thousand twenty-three,1
da super facewithopeneyesandhandovermouth2023 no,1
years old song still fireefirefirefirefirefirefire,0
xxxtantion best,1
love song baby bay oh baby baby baby baby oh,1
need kind songs back nudity drugs,0
iconic hair,1
perfecttttttt,1
two fev2023raisinghandslightskintoneredheart,1
raise hand two thousand twenty-three,1
must watch heartsuit,1
let see many people come everyday two thousand twenty-three,1
youtube thing closest time machine,1
"two thousand , two hundred twenty-three yet best",1
really good songheartsuit,1
queen elizabeth ii one wish young forever always,1
king edward viii queen elizabeth ii wedding weddingringring,1
world,0
two thousand twenty-three fan cambodian smilingfacewithhearteyes,1
remember disliked video youtube,0
on on song ko two thousand twenty-three hi sun ha smilingfacewithsmilingeyessmilingfacewithsmilingeyes,1
faceblowingakisssmilingfacewithhearts,0
placeofworship,0
love women smell bad,0
good times,1
memory mind,1
jasmine making babies babies different baby daddies,0
watching two thousand twenty-three smilingfacesmilingface thanks,1
love like justin first 1stplacemedal1stplacemedalfoldedhandspersonbowing1stplacemedalsunflowerheartwitharrowloveyougestureblueheartroseloveyougestureloveyougestureloveyougesturepartypopperloveyougestureloveyougestureloveyougesture,1
baby,1
somebody two thousand twenty-seven,1
two thousand twenty-three still listening masterpiece songheartsuit,1
somebody two thousand twenty-three,1
tell kaylee bieber said hi,1
om justin best always play shower night morning even much wherever go love,1
song basically promote molesting women dance like wif song deserve million dislike,0
follow mecheckmarkfoldedhandssmilingfacewithhearteyes,1
took chick north yea,1
anyone watches dislikes removed,0
caught drake,1
nobody talking time punched spitted fans,0
listen est fun two thousand twenty-three,0
think removed dislike button,0
mania eight smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyesstarstruckstarstruckstarstruckstarstruckstarstruckfaceblowingakissfaceblowingakissfaceblowingakissfaceblowingakisssparklingheartsparklingheartsparklingheartsparklingheartsparklingheart,1
friendsnewmoonface,1
february est two thousand twenty-three still listening baby,1
chinese version better facewithtearsofjoy,0
today years old discovered drake appeared skull,1
still listening 2023redheart,1
going love song also yrs old heard song 14yrsthis song god love respectively,1
best song world keep justin babies love redheartredheartredheartredheartredheartredheartredheartredheartpleadingfacepleadingfacepleadingfacepleadingfacepleadingfacepleadingfacepleadingface,1
two thousand twenty-three song never get old gem gemstone,1
look drake haha,1
justin bieber bigger year launch baby song almost year great talent,1
ohhhhh nooooo,0
still listening two thousand twenty-three need enemies,0
whenever listen song always miss first lovepleadingface,1
dislike thinkingface,0
going talk drake,0
one hundred fourteen drakestarstruck,0
om eyemoutheyeeyemoutheyeeyemoutheyeeyemoutheyeeyemoutheyeeyemoutheyeeyemoutheyeeyemoutheyeeyemoutheyeeyemoutheye,1
seven hundred thirteen god heartsuitheartsuitheartsuit,1
seven hundred twelve god rollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughing,1
seven hundred eleven god winkingfacewithtonguewinkingfacewithtonguewinkingfacewithtongue,1
seven hundred ten god wiltedflowerwiltedflowerwiltedflower,1
seven hundred eight god grinningfacegrinningfacegrinningface,1
seven hundred six god smilingfacewithheartssmilingfacewithheartssmilingfacewithhearts,0
seven hundred five god sparklingheartsparklingheartsparklingheart,1
seven hundred four god balloonballoonballoon,1
seven hundred three god foldedhandsfoldedhandsfoldedhands,1
seven hundred two god smilingfacewithsmilingeyessmilingfacewithsmilingeyessmilingfacewithsmilingeyes,1
one group highschool could rap lucas part facewithtearsofjoy,1
cousin literally listened song house always ask please play,1
